通化金马 (000766) EPS:0.18 safe_price:2.0689655166 close:13.6 open:13.59
漳泽电力 (000767) EPS:-0.32 safe_price:-3.6781609184 close:3.02 open:3.0
中航飞机 (000768) EPS:0.05 safe_price:0.5747126435000001 close:18.19 open:18.07
广发证券 (000776) EPS:0.84 safe_price:9.6551724108 close:17.04 open:16.9
中核科技 (000777) EPS:0.01 safe_price:0.1149425287 close:15.08 open:15.01
新兴铸管 (000778) EPS:0.21 safe_price:2.4137931027 close:5.4 open:5.37
三毛派神 (000779) EPS:0.48 safe_price:5.5172413775999996 close:14.43 open:14.29
*ST平能 (000780) EPS:0.23 safe_price:2.6436781601000003 close:5.02 open:5.1
美达股份 (000782) EPS:0.04 safe_price:0.4597701148 close:8.27 open:8.22
长江证券 (000783) EPS:0.27 safe_price:3.1034482749000003 close:8.33 open:8.32
武汉中商 (000785) EPS:0.14 safe_price:1.6091954018000003 close:10.1 open:10.09
北新建材 (000786) EPS:0.88 safe_price:10.1149425256 close:21.44 open:20.76
*ST创智 (000787) EPS:0.09 safe_price:1.0344827583 close:0.0 open:0.0
北大医药 (000788) EPS:0.05 safe_price:0.5747126435000001 close:9.02 open:8.99
万年青 (000789) EPS:0.38 safe_price:4.3678160906 close:10.4 open:10.32
泰合健康 (000790) EPS:-0.12 safe_price:-1.3793103443999999 close:7.87 open:7.87
甘肃电投 (000791) EPS:0.24 safe_price:2.7586206887999998 close:8.08 open:7.89
盐湖股份 (000792) EPS:-0.31 safe_price:-3.5632183897000003 close:13.08 open:13.1
华闻传媒 (000793) EPS:0.21 safe_price:2.4137931027 close:10.85 open:11.09
英洛华 (000795) EPS:0.08 safe_price:0.9195402296 close:6.02 open:5.95
凯撒旅游 (000796) EPS:0.42 safe_price:4.8275862054 close:13.65 open:13.33
中国武夷 (000797) EPS:0.1 safe_price:1.1494252870000001 close:12.4 open:13.05
